OBJECTID *,Shape *,Field1,index,DT_UTC_ts,mag,lat,lon,source,time_diff,duplicate,geometry
1,Point,00:00.0,0,55:36.5,1.2,57.0303,-121.9101,nrcan,<Null>,0,POINT (-121.9101 57.0303)
2,Point,00:00.0,1,00:10.0,1.2,56.0223,-121.2074,nrcan,176673.472,0,POINT (-121.2074 56.0223)
3,Point,00:00.0,2,40:21.7,1,57.0442,-122.6444,nrcan,160811.65,0,POINT (-122.6444 57.0442)
4,Point,00:00.0,3,06:40.8,1.2,57.0287,-122.0836,nrcan,62779.154,0,POINT (-122.0836 57.0287)
7,Point,00:00.0,6,53:33.8,1.7,56.4795,-122.33,nrcan,139200.959,0,POINT (-122.33 56.4795)
8,Point,00:00.0,7,59:04.5,1.2,57.3948,-122.2583,nrcan,21930.697,0,POINT (-122.2583 57.3948)
9,Point,00:00.0,8,56:23.4,1.2,57.0495,-122.075,nrcan,68238.879,0,POINT (-122.075 57.0495)
10,Point,00:00.0,9,37:54.7,1.2,56.4839,-122.268,nrcan,13291.374,0,POINT (-122.268 56.4839)
11,Point,00:00.0,10,45:26.4,1.2,57.3194,-122.6449,nrcan,25651.652,0,POINT (-122.6449 57.3194)
12,Point,00:00.0,11,03:15.3,1.8,57.3088,-122.6279,nrcan,4668.898,0,POINT (-122.6279 57.3088)
14,Point,00:00.0,13,36:46.7,1.1,57.3468,-122.6422,nrcan,63082.707,0,POINT (-122.6422 57.3468)
15,Point,00:00.0,14,34:56.6,2,57.3507,-122.4775,nrcan,3489.829,0,POINT (-122.4775 57.3507)
16,Point,00:00.0,15,40:22.9,1.6,57.3248,-122.7729,nrcan,54326.289,0,POINT (-122.7729 57.3248)
17,Point,00:00.0,16,52:03.6,1.6,57.3221,-122.6693,nrcan,11500.738,0,POINT (-122.6693 57.3221)
18,Point,00:00.0,17,10:52.0,1.8,57.3093,-122.7969,nrcan,1128.378,0,POINT (-122.7969 57.3093)
19,Point,00:00.0,18,25:25.1,1.4,57.4092,-122.2263,nrcan,873.127,0,POINT (-122.2263 57.4092)
20,Point,00:00.0,19,13:40.4,1.3,57.2847,-122.567,nrcan,6495.27,0,POINT (-122.567 57.2847)
22,Point,00:00.0,21,04:42.3,1.8,57.3895,-122.2721,nrcan,6277.123,0,POINT (-122.2721 57.3895)
23,Point,00:00.0,22,22:34.6,1.5,57.3002,-122.6701,nrcan,15472.28,0,POINT (-122.6701 57.3002)
24,Point,00:00.0,23,44:48.2,1.5,57.3136,-122.7822,nrcan,80533.628,0,POINT (-122.7822 57.3136)
25,Point,00:00.0,24,13:34.0,0.9,57.2861,-122.6224,nrcan,84525.737,0,POINT (-122.6224 57.2861)
26,Point,00:00.0,25,09:21.1,1.1,57.2784,-122.6469,nrcan,3347.18,0,POINT (-122.6469 57.2784)
27,Point,00:00.0,26,30:14.8,1.2,57.3076,-122.5796,nrcan,12053.71,0,POINT (-122.5796 57.3076)
28,Point,00:00.0,27,43:38.9,2,57.3343,-122.4163,nrcan,36804.026,0,POINT (-122.4163 57.3343)
29,Point,00:00.0,28,52:03.7,0.8,57.3222,-122.5068,nrcan,36504.784,0,POINT (-122.5068 57.3222)
30,Point,00:00.0,29,26:57.4,1,57.246,-122.6159,nrcan,27293.753,0,POINT (-122.6159 57.246)
31,Point,00:00.0,30,53:31.6,0.8,57.3042,-122.624,nrcan,12394.179,0,POINT (-122.624 57.3042)
32,Point,00:00.0,31,14:27.1,1.2,57.3018,-122.6013,nrcan,69655.53,0,POINT (-122.6013 57.3018)
34,Point,00:00.0,33,46:06.2,1.6,57.0479,-122.0096,nrcan,65214.602,0,POINT (-122.0096 57.0479)
37,Point,00:00.0,36,53:26.1,1,57.3478,-122.6203,nrcan,9943.805,0,POINT (-122.6203 57.3478)
38,Point,00:00.0,37,24:34.9,1.8,57.2931,-122.7185,nrcan,5468.749,0,POINT (-122.7185 57.2931)
39,Point,00:00.0,38,36:56.0,1.2,56.4136,-121.8651,nrcan,11541.181,0,POINT (-121.8651 56.4136)
40,Point,00:00.0,39,26:52.2,1.1,56.0966,-120.9437,nrcan,13796.162,0,POINT (-120.9437 56.0966)
41,Point,00:00.0,40,37:06.8,1.3,56.9035,-122.0134,nrcan,25814.551,0,POINT (-122.0134 56.9035)
42,Point,00:00.0,41,54:47.8,1.2,57.015,-122.2315,nrcan,11860.994,0,POINT (-122.2315 57.015)
43,Point,00:00.0,42,28:43.0,1.1,57.3109,-122.7127,nrcan,5635.271,0,POINT (-122.7127 57.3109)
44,Point,00:00.0,43,45:50.1,1,57.2759,-122.7903,nrcan,1027.037,0,POINT (-122.7903 57.2759)
45,Point,00:00.0,44,19:23.4,1.2,57.0043,-122.2122,nrcan,16413.388,0,POINT (-122.2122 57.0043)
46,Point,00:00.0,45,30:04.3,2.4,57.2985,-122.7524,nrcan,29440.879,0,POINT (-122.7524 57.2985)
47,Point,00:00.0,46,32:02.2,1.5,57.3127,-122.5799,nrcan,117.894,0,POINT (-122.5799 57.3127)
48,Point,00:00.0,47,42:50.3,1.2,57.3145,-122.7669,nrcan,648.08,0,POINT (-122.7669 57.3145)
49,Point,00:00.0,48,59:41.1,1.9,56.3028,-121.9363,nrcan,1010.822,0,POINT (-121.9363 56.3028)
50,Point,00:00.0,49,51:46.2,1.4,57.2996,-122.7842,nrcan,3125.057,0,POINT (-122.7842 57.2996)
51,Point,00:00.0,50,44:25.6,1.1,57.3547,-122.7847,nrcan,13959.42,0,POINT (-122.7847 57.3547)
52,Point,00:00.0,51,14:05.8,1,57.4609,-122.5986,nrcan,253780.225,0,POINT (-122.5986 57.4609)
53,Point,00:00.0,52,20:58.4,1.2,57.2097,-122.591,nrcan,25612.548,0,POINT (-122.591 57.2097)
54,Point,00:00.0,53,26:58.0,1,57.2836,-122.6338,nrcan,43559.671,0,POINT (-122.6338 57.2836)
55,Point,00:00.0,54,03:16.6,1.4,57.2177,-122.5658,nrcan,56178.56,0,POINT (-122.5658 57.2177)
56,Point,00:00.0,55,24:03.4,1.4,57.2011,-122.5375,nrcan,26446.771,0,POINT (-122.5375 57.2011)
57,Point,00:00.0,56,32:09.3,0.9,57.1956,-122.7612,nrcan,485.937,0,POINT (-122.7612 57.1956)
60,Point,00:00.0,59,30:09.8,1.6,57.2127,-122.5658,nrcan,59878.94,0,POINT (-122.5658 57.2127)
61,Point,00:00.0,60,20:12.4,1.1,57.2369,-122.5664,nrcan,17402.659,0,POINT (-122.5664 57.2369)
62,Point,00:00.0,61,52:37.1,1.1,57.219,-122.6292,nrcan,52344.691,0,POINT (-122.6292 57.219)
64,Point,00:00.0,63,16:31.3,0.4,57.2454,-122.7492,nrcan,21370.233,0,POINT (-122.7492 57.2454)
65,Point,00:00.0,64,29:51.0,1.2,57.2008,-122.6845,nrcan,18799.645,0,POINT (-122.6845 57.2008)
68,Point,00:00.0,67,23:49.8,0.9,57.0123,-122.3147,nrcan,69304.217,0,POINT (-122.3147 57.0123)
69,Point,00:00.0,68,32:36.1,1,57.0151,-122.2283,nrcan,40126.286,0,POINT (-122.2283 57.0151)
71,Point,00:00.0,70,53:15.5,1.3,55.8767,-120.533,nrcan,22601.896,0,POINT (-120.533 55.8767)
72,Point,00:00.0,71,03:26.7,0.6,57.2684,-122.8219,nrcan,51011.161,0,POINT (-122.8219 57.2684)
74,Point,00:00.0,73,23:05.0,1.1,56.4965,-122.1432,nrcan,227201.562,0,POINT (-122.1432 56.4965)
75,Point,00:00.0,74,32:48.1,1.2,55.5879,-120.8276,nrcan,58183.112,0,POINT (-120.8276 55.5879)
76,Point,00:00.0,75,07:04.0,1.3,55.5178,-120.8451,nrcan,16455.974,0,POINT (-120.8451 55.5178)
77,Point,00:00.0,76,26:50.7,1.1,56.3854,-120.5201,nrcan,8386.625,0,POINT (-120.5201 56.3854)
78,Point,00:00.0,77,58:00.5,1.2,55.5873,-120.7165,nrcan,16269.866,0,POINT (-120.7165 55.5873)
80,Point,00:00.0,79,28:44.4,0.7,57.2559,-121.8855,nrcan,9890.846,0,POINT (-121.8855 57.2559)
81,Point,00:00.0,80,19:03.3,0.8,57.28,-122.8071,nrcan,10218.852,0,POINT (-122.8071 57.28)
82,Point,00:00.0,81,54:54.9,1.7,57.2071,-122.5946,nrcan,178551.639,0,POINT (-122.5946 57.2071)
85,Point,00:00.0,84,16:26.5,1.2,56.6839,-121.592,nrcan,108323.716,0,POINT (-121.592 56.6839)
86,Point,00:00.0,85,57:42.3,1.5,55.5133,-120.6344,nrcan,88875.821,0,POINT (-120.6344 55.5133)
87,Point,00:00.0,86,51:05.5,1,57.3296,-122.7219,nrcan,75203.241,0,POINT (-122.7219 57.3296)
88,Point,00:00.0,87,32:17.1,1.2,57.2881,-122.7305,nrcan,9671.618,0,POINT (-122.7305 57.2881)
89,Point,00:00.0,88,11:53.6,1.3,56.5305,-122.1387,nrcan,31176.432,0,POINT (-122.1387 56.5305)
91,Point,00:00.0,90,18:02.0,1.3,57.3508,-122.7159,nrcan,137541.624,0,POINT (-122.7159 57.3508)
92,Point,00:00.0,91,52:02.8,1.3,56.4147,-121.6402,nrcan,2040.77,0,POINT (-121.6402 56.4147)
93,Point,00:00.0,92,16:49.3,0.8,57.3279,-122.7296,nrcan,5086.448,0,POINT (-122.7296 57.3279)
94,Point,00:00.0,93,29:29.4,0.8,57.3334,-122.7874,nrcan,760.099,0,POINT (-122.7874 57.3334)
95,Point,00:00.0,94,31:40.6,0.9,57.3434,-122.7356,nrcan,131.284,0,POINT (-122.7356 57.3434)
96,Point,00:00.0,95,51:44.6,1.1,57.3981,-122.7918,nrcan,1203.99,0,POINT (-122.7918 57.3981)
98,Point,00:00.0,97,03:29.6,1.2,57.3478,-122.5984,nrcan,559.629,0,POINT (-122.5984 57.3478)
99,Point,00:00.0,98,08:16.2,1.1,57.2833,-122.6222,nrcan,3886.675,0,POINT (-122.6222 57.2833)
100,Point,00:00.0,99,09:07.3,1.1,57.3086,-122.6083,nrcan,51.09,0,POINT (-122.6083 57.3086)
101,Point,00:00.0,100,37:58.3,1.1,57.3042,-122.631,nrcan,16130.939,0,POINT (-122.631 57.3042)
102,Point,00:00.0,101,08:30.2,0.9,57.2853,-122.7554,nrcan,9031.963,0,POINT (-122.7554 57.2853)
104,Point,00:00.0,103,09:51.2,1.1,57.3343,-122.6799,nrcan,25037.066,0,POINT (-122.6799 57.3343)
105,Point,00:00.0,104,24:24.3,0.7,57.3539,-122.731,nrcan,22473.121,0,POINT (-122.731 57.3539)
106,Point,00:00.0,105,51:13.4,1.3,57.3413,-122.7166,nrcan,1609.114,0,POINT (-122.7166 57.3413)
107,Point,00:00.0,106,12:07.6,1.4,57.3581,-122.6553,nrcan,1254.139,0,POINT (-122.6553 57.3581)
108,Point,00:00.0,107,05:51.1,1,57.3584,-122.6909,nrcan,24823.57,0,POINT (-122.6909 57.3584)
109,Point,00:00.0,108,21:37.4,1.5,56.9894,-122.4865,nrcan,8146.276,0,POINT (-122.4865 56.9894)
110,Point,00:00.0,109,47:48.2,1.1,57.3655,-122.6949,nrcan,33970.845,0,POINT (-122.6949 57.3655)
113,Point,00:00.0,112,46:49.1,0.9,57.3332,-122.6901,nrcan,10644.187,0,POINT (-122.6901 57.3332)
114,Point,00:00.0,113,35:46.0,1.1,57.3334,-122.7262,nrcan,13736.912,0,POINT (-122.7262 57.3334)
115,Point,00:00.0,114,17:55.8,1,56.7787,-121.5797,nrcan,117729.767,0,POINT (-121.5797 56.7787)
116,Point,00:00.0,115,22:24.2,0.8,57.3692,-122.7297,nrcan,115468.483,0,POINT (-122.7297 57.3692)
120,Point,00:00.0,119,37:42.4,1.1,57.219,-122.6322,nrcan,17636.693,0,POINT (-122.6322 57.219)
122,Point,00:00.0,121,56:22.2,1.1,57.4796,-122.8047,nrcan,69919.172,0,POINT (-122.8047 57.4796)
123,Point,00:00.0,122,51:52.9,1,57.1626,-122.7603,nrcan,10530.673,0,POINT (-122.7603 57.1626)
125,Point,00:00.0,124,55:40.7,1.5,58.5519,-122.9524,nrcan,49993.269,0,POINT (-122.9524 58.5519)
128,Point,00:00.0,127,23:43.2,1.2,57.2906,-122.7164,nrcan,58217.226,0,POINT (-122.7164 57.2906)
129,Point,00:00.0,128,37:34.1,1.1,56.8337,-121.86,nrcan,4430.929,0,POINT (-121.86 56.8337)
131,Point,00:00.0,130,08:41.8,1.1,56.8669,-121.6832,nrcan,8895.076,0,POINT (-121.6832 56.8669)
132,Point,00:00.0,131,54:24.8,1.4,57.3149,-122.8207,nrcan,89143.013,0,POINT (-122.8207 57.3149)
133,Point,00:00.0,132,48:21.3,2,57.2161,-122.5439,nrcan,78836.509,0,POINT (-122.5439 57.2161)
134,Point,00:00.0,133,35:29.8,2.6,56.4025,-121.8282,nrcan,2828.512,0,POINT (-121.8282 56.4025)
136,Point,00:00.0,135,14:59.1,1,57.0177,-122.3617,nrcan,21841.431,0,POINT (-122.3617 57.0177)
138,Point,00:00.0,137,33:04.2,1.8,56.3314,-122.0133,nrcan,12359.268,0,POINT (-122.0133 56.3314)
140,Point,00:00.0,139,39:44.6,1.7,57.3075,-122.4765,nrcan,8008.617,0,POINT (-122.4765 57.3075)
141,Point,00:00.0,140,29:22.8,0.9,56.91,-121.9101,nrcan,2978.189,0,POINT (-121.9101 56.91)
143,Point,00:00.0,142,24:03.1,1.2,57.3081,-122.4222,nrcan,4702.704,0,POINT (-122.4222 57.3081)
144,Point,00:00.0,143,28:37.1,1,57.3032,-122.5639,nrcan,7473.917,0,POINT (-122.5639 57.3032)
145,Point,00:00.0,144,29:55.8,1,57.3145,-122.7222,nrcan,10878.745,0,POINT (-122.7222 57.3145)
146,Point,00:00.0,145,24:23.3,2,57.3188,-122.4672,nrcan,14067.516,0,POINT (-122.4672 57.3188)
149,Point,00:00.0,148,40:57.5,1,57.0612,-122.2029,nrcan,144600.031,0,POINT (-122.2029 57.0612)
151,Point,00:00.0,150,26:23.3,1.1,57.3127,-122.4903,nrcan,17546.882,0,POINT (-122.4903 57.3127)
152,Point,00:00.0,151,45:33.5,1.1,57.2994,-122.7342,nrcan,4750.184,0,POINT (-122.7342 57.2994)
153,Point,00:00.0,152,46:50.5,1,57.3139,-122.7744,nrcan,77.038,0,POINT (-122.7744 57.3139)
154,Point,00:00.0,153,30:50.5,1.1,57.0128,-122.3153,nrcan,74639.984,0,POINT (-122.3153 57.0128)
157,Point,00:00.0,156,37:09.0,1.1,57.3112,-122.4707,nrcan,77405.071,0,POINT (-122.4707 57.3112)
158,Point,00:00.0,157,41:38.1,0.8,57.3196,-122.7214,nrcan,269.136,0,POINT (-122.7214 57.3196)
160,Point,00:00.0,159,29:56.1,0.7,57.326,-122.7223,nrcan,20995.703,0,POINT (-122.7223 57.326)
161,Point,00:00.0,160,22:31.6,0.8,57.3149,-122.6384,nrcan,10355.53,0,POINT (-122.6384 57.3149)
162,Point,00:00.0,161,19:55.7,1,57.3051,-122.5045,nrcan,10644.05,0,POINT (-122.5045 57.3051)
163,Point,00:00.0,162,23:50.5,0.8,57.0945,-122.7829,nrcan,7434.834,0,POINT (-122.7829 57.0945)
164,Point,00:00.0,163,37:03.3,1.1,57.2972,-122.5193,nrcan,11592.791,0,POINT (-122.5193 57.2972)
165,Point,00:00.0,164,27:26.8,0.8,57.2044,-122.7547,nrcan,3023.48,0,POINT (-122.7547 57.2044)
166,Point,00:00.0,165,49:08.7,1.2,57.3281,-122.4355,nrcan,4901.9,0,POINT (-122.4355 57.3281)
167,Point,00:00.0,166,50:43.0,1.4,57.308,-122.4924,nrcan,94.281,0,POINT (-122.4924 57.308)
168,Point,00:00.0,167,13:48.0,1,57.3842,-122.8232,nrcan,8584.977,0,POINT (-122.8232 57.3842)
169,Point,00:00.0,168,36:20.6,0.8,57.3002,-122.7286,nrcan,4952.686,0,POINT (-122.7286 57.3002)
171,Point,00:00.0,170,15:28.0,2.2,57.306,-122.4918,nrcan,8614.284,0,POINT (-122.4918 57.306)
172,Point,00:00.0,171,28:17.6,0.8,57.3048,-122.7059,nrcan,769.561,0,POINT (-122.7059 57.3048)
173,Point,00:00.0,172,22:24.9,1.9,57.3104,-122.4719,nrcan,6847.328,0,POINT (-122.4719 57.3104)
174,Point,00:00.0,173,08:39.0,1.1,57.3042,-122.7407,nrcan,49574.078,0,POINT (-122.7407 57.3042)
175,Point,00:00.0,174,38:17.9,1.4,57.3048,-122.5802,nrcan,1778.938,0,POINT (-122.5802 57.3048)
176,Point,00:00.0,175,20:01.9,1.3,57.3186,-122.564,nrcan,13303.973,0,POINT (-122.564 57.3186)
177,Point,00:00.0,176,20:54.8,1.1,56.0559,-121.0961,nrcan,75652.915,0,POINT (-121.0961 56.0559)
178,Point,00:00.0,177,37:03.0,1.5,57.2995,-122.471,nrcan,40568.222,0,POINT (-122.471 57.2995)
180,Point,00:00.0,179,16:49.8,1.2,57.2126,-122.5781,nrcan,27851.485,0,POINT (-122.5781 57.2126)
181,Point,00:00.0,180,30:16.4,0.8,57.2725,-122.5475,nrcan,26006.666,0,POINT (-122.5475 57.2725)
182,Point,00:00.0,181,45:57.0,1.1,58.6827,-123.2168,nrcan,8140.548,0,POINT (-123.2168 58.6827)
183,Point,00:00.0,182,11:07.1,1.7,57.2893,-122.4882,nrcan,48310.106,0,POINT (-122.4882 57.2893)
185,Point,00:00.0,184,13:49.8,2,56.4032,-121.8621,nrcan,72550.006,0,POINT (-121.8621 56.4032)
186,Point,00:00.0,185,20:03.5,0.8,57.1457,-122.7815,nrcan,83173.728,0,POINT (-122.7815 57.1457)
188,Point,00:00.0,187,53:36.0,1,57.2664,-122.4889,nrcan,30175.8,0,POINT (-122.4889 57.2664)
189,Point,00:00.0,188,40:52.5,1.2,57.194,-122.0679,nrcan,46036.509,0,POINT (-122.0679 57.194)
191,Point,00:00.0,190,21:48.8,1.3,56.564,-121.6013,nrcan,88568.902,0,POINT (-121.6013 56.564)
192,Point,00:00.0,191,52:32.1,1.2,57.5254,-122.5127,nrcan,12643.288,0,POINT (-122.5127 57.5254)
193,Point,00:00.0,192,19:39.8,1.2,57.3073,-122.4794,nrcan,8827.623,0,POINT (-122.4794 57.3073)
196,Point,00:00.0,195,03:35.3,0.9,57.3088,-122.5242,nrcan,4297.507,0,POINT (-122.5242 57.3088)
200,Point,00:00.0,199,11:53.2,1.3,56.7992,-122.1753,nrcan,101593.616,0,POINT (-122.1753 56.7992)
202,Point,00:00.0,201,27:43.7,1.3,57.2056,-122.6457,nrcan,135572.656,0,POINT (-122.6457 57.2056)
203,Point,00:00.0,202,25:24.0,1.2,56.4659,-122.2711,nrcan,3460.287,0,POINT (-122.2711 56.4659)
204,Point,00:00.0,203,00:34.5,1.4,57.0051,-122.147,nrcan,23710.536,0,POINT (-122.147 57.0051)
205,Point,00:00.0,204,10:32.0,1.1,57.21,-122.6497,nrcan,11397.468,0,POINT (-122.6497 57.21)
207,Point,00:00.0,206,30:04.2,0.8,57.1959,-122.7613,nrcan,98916.13,0,POINT (-122.7613 57.1959)
208,Point,00:00.0,207,28:04.2,1.2,56.475,-121.8589,nrcan,79080.068,0,POINT (-121.8589 56.475)
209,Point,00:00.0,208,19:05.3,1.3,56.294,-121.4984,nrcan,10261.055,0,POINT (-121.4984 56.294)
210,Point,00:00.0,209,37:36.5,1.2,55.869,-120.1511,nrcan,11911.23,0,POINT (-120.1511 55.869)
211,Point,00:00.0,210,54:07.4,1.2,55.6977,-121.2761,nrcan,990.915,0,POINT (-121.2761 55.6977)
212,Point,00:00.0,211,10:32.6,0.7,55.9085,-120.7173,nrcan,11785.15,0,POINT (-120.7173 55.9085)
213,Point,00:00.0,212,07:12.0,1.1,55.9363,-120.1211,nrcan,57399.411,0,POINT (-120.1211 55.9363)
214,Point,00:00.0,213,17:37.2,1.3,55.6309,-121.1404,nrcan,11425.222,0,POINT (-121.1404 55.6309)
215,Point,00:00.0,214,09:43.0,1.1,55.8712,-120.4945,nrcan,93125.8,0,POINT (-120.4945 55.8712)
216,Point,00:00.0,215,29:19.0,1,55.8604,-120.4719,nrcan,4775.998,0,POINT (-120.4719 55.8604)
217,Point,00:00.0,216,33:19.5,1.1,56.9996,-122.3613,nrcan,25440.52,0,POINT (-122.3613 56.9996)
218,Point,00:00.0,217,23:03.5,1.1,56.438,-122.1352,nrcan,53383.961,0,POINT (-122.1352 56.438)
219,Point,00:00.0,218,43:11.5,1.1,56.3267,-122.0085,nrcan,19207.978,0,POINT (-122.0085 56.3267)
221,Point,00:00.0,220,52:54.6,1.5,57.2,-122.5945,nrcan,2895.801,0,POINT (-122.5945 57.2)
224,Point,00:00.0,223,16:43.1,0.9,55.8918,-120.4974,nrcan,11702.488,0,POINT (-120.4974 55.8918)
225,Point,00:00.0,224,28:28.0,1,55.8735,-120.2938,nrcan,29504.948,0,POINT (-120.2938 55.8735)
226,Point,00:00.0,225,03:27.2,1.1,55.8722,-120.2168,nrcan,2099.181,0,POINT (-120.2168 55.8722)
229,Point,00:00.0,228,13:01.5,1.1,56.5025,-122.3433,nrcan,86512.814,0,POINT (-122.3433 56.5025)
232,Point,00:00.0,231,28:22.7,1.1,57.3106,-122.4729,nrcan,9468.985,0,POINT (-122.4729 57.3106)
237,Point,00:00.0,236,29:47.6,1.9,56.2683,-122.2394,nrcan,70411.396,0,POINT (-122.2394 56.2683)
238,Point,00:00.0,237,12:45.8,1.2,56.2909,-121.5802,nrcan,6178.203,0,POINT (-121.5802 56.2909)
242,Point,00:00.0,241,08:18.6,1.1,56.4828,-122.1623,nrcan,14261.282,0,POINT (-122.1623 56.4828)
243,Point,00:00.0,242,21:05.5,1.3,56.2931,-121.5808,nrcan,4366.883,0,POINT (-121.5808 56.2931)
244,Point,00:00.0,243,28:43.9,1.1,57.0018,-122.1839,nrcan,22058.473,0,POINT (-122.1839 57.0018)
245,Point,00:00.0,244,02:34.2,1.2,56.5231,-121.6373,nrcan,12830.238,0,POINT (-121.6373 56.5231)
246,Point,00:00.0,245,12:21.6,1.1,57.0167,-122.3347,nrcan,58187.42,0,POINT (-122.3347 57.0167)
249,Point,00:00.0,248,14:21.3,1,56.2603,-121.5889,nrcan,13500.222,0,POINT (-121.5889 56.2603)
254,Point,00:00.0,253,10:37.3,1.1,56.4952,-122.3829,nrcan,7367.438,0,POINT (-122.3829 56.4952)
256,Point,00:00.0,255,12:17.6,1.7,57.0133,-122.4448,nrcan,7206.605,0,POINT (-122.4448 57.0133)
257,Point,00:00.0,256,42:00.2,1.6,56.2864,-121.8383,nrcan,19782.584,0,POINT (-121.8383 56.2864)
260,Point,00:00.0,259,53:33.4,1,56.3083,-122.1686,nrcan,67935.112,0,POINT (-122.1686 56.3083)
262,Point,00:00.0,261,13:19.5,1.4,57.0347,-122.2645,nrcan,74949.916,0,POINT (-122.2645 57.0347)
266,Point,00:00.0,265,31:40.5,1.2,56.0676,-120.9045,nrcan,78479.983,0,POINT (-120.9045 56.0676)
268,Point,00:00.0,267,28:42.0,1.6,56.0817,-120.9151,nrcan,63335.97,0,POINT (-120.9151 56.0817)
273,Point,00:00.0,272,05:51.9,1.7,57.0149,-122.1953,nrcan,47907.231,0,POINT (-122.1953 57.0149)
274,Point,00:00.0,273,38:59.9,1.2,57.0224,-122.3209,nrcan,1988.052,0,POINT (-122.3209 57.0224)
278,Point,00:00.0,277,08:52.9,1.1,57.3059,-122.7873,nrcan,39223.45,0,POINT (-122.7873 57.3059)
282,Point,00:00.0,281,41:03.4,1,56.5101,-122.3271,nrcan,28995.249,0,POINT (-122.3271 56.5101)
283,Point,00:00.0,282,00:09.9,1.5,57.6006,-122.7813,nrcan,15546.522,0,POINT (-122.7813 57.6006)
287,Point,00:00.0,286,29:02.3,1,56.0603,-120.8165,nrcan,80844.044,0,POINT (-120.8165 56.0603)
289,Point,00:00.0,288,25:04.4,0.9,56.495,-122.156,nrcan,227485.905,0,POINT (-122.156 56.495)
290,Point,00:00.0,289,17:03.7,1.1,56.2057,-121.9616,nrcan,21119.259,0,POINT (-121.9616 56.2057)
292,Point,00:00.0,291,50:18.3,0.9,56.524,-121.5415,nrcan,20019.151,0,POINT (-121.5415 56.524)
294,Point,00:00.0,293,15:09.3,0.8,56.6035,-121.7324,nrcan,48157.914,0,POINT (-121.7324 56.6035)
296,Point,00:00.0,295,29:08.3,1.3,57.0112,-122.3028,nrcan,12645.525,0,POINT (-122.3028 57.0112)
299,Point,00:00.0,298,44:23.5,1.4,56.8269,-121.9713,nrcan,64616.901,0,POINT (-121.9713 56.8269)
300,Point,00:00.0,299,44:59.5,1.9,56.3054,-121.8446,nrcan,154836,0,POINT (-121.8446 56.3054)
304,Point,00:00.0,303,37:56.2,1.3,57.0033,-122.1326,nrcan,19358.28,0,POINT (-122.1326 57.0033)
305,Point,00:00.0,304,31:59.2,1.1,57.0061,-122.3366,nrcan,35642.999,0,POINT (-122.3366 57.0061)
308,Point,00:00.0,307,35:51.9,1,56.409,-121.8569,nrcan,126595.437,0,POINT (-121.8569 56.409)
311,Point,00:00.0,310,13:36.4,2,56.2666,-120.776,nrcan,28141.609,0,POINT (-120.776 56.2666)
312,Point,00:00.0,311,31:39.0,0.9,57.025,-122.311,nrcan,22682.593,0,POINT (-122.311 57.025)
314,Point,00:00.0,313,20:27.3,1.3,57.0224,-122.2392,nrcan,29540.16,0,POINT (-122.2392 57.0224)
316,Point,00:00.0,315,26:26.0,0.7,57.3094,-122.6626,nrcan,9412.136,0,POINT (-122.6626 57.3094)
320,Point,00:00.0,319,36:57.8,1,56.5505,-121.9319,nrcan,27628.401,0,POINT (-121.9319 56.5505)
321,Point,00:00.0,320,10:06.2,1.1,56.5241,-121.8248,nrcan,41588.392,0,POINT (-121.8248 56.5241)
322,Point,00:00.0,321,41:02.7,1.4,56.5072,-121.7959,nrcan,12656.45,0,POINT (-121.7959 56.5072)
323,Point,00:00.0,322,13:55.6,1.2,56.3103,-121.9982,nrcan,9172.892,0,POINT (-121.9982 56.3103)
324,Point,00:00.0,323,18:49.7,1.1,56.0789,-122.1108,nrcan,29094.145,0,POINT (-122.1108 56.0789)
325,Point,00:00.0,324,17:51.9,0.7,56.4991,-122.3829,nrcan,21542.213,0,POINT (-122.3829 56.4991)
328,Point,00:00.0,327,07:06.4,0.9,56.5118,-122.1636,nrcan,33696.77,0,POINT (-122.1636 56.5118)
329,Point,00:00.0,328,52:05.0,1,56.1458,-121.4103,nrcan,20698.561,0,POINT (-121.4103 56.1458)
330,Point,00:00.0,329,57:00.7,1.1,55.9655,-121.0721,nrcan,295.775,0,POINT (-121.0721 55.9655)
331,Point,00:00.0,330,01:54.8,1,55.951,-121.1161,nrcan,294.017,0,POINT (-121.1161 55.951)
332,Point,00:00.0,331,09:23.4,1.4,55.9993,-121.0276,nrcan,448.654,0,POINT (-121.0276 55.9993)
333,Point,00:00.0,332,20:10.8,1.2,55.9689,-121.0706,nrcan,647.375,0,POINT (-121.0706 55.9689)
334,Point,00:00.0,333,28:58.8,1.2,56.0052,-121.0103,nrcan,528.061,0,POINT (-121.0103 56.0052)
335,Point,00:00.0,334,49:24.0,1.2,55.9585,-121.0958,nrcan,1225.146,0,POINT (-121.0958 55.9585)
336,Point,00:00.0,335,25:07.6,0.9,55.9985,-121.0291,nrcan,2143.581,0,POINT (-121.0291 55.9985)
337,Point,00:00.0,336,31:44.4,1,55.9946,-121.0526,nrcan,7596.854,0,POINT (-121.0526 55.9946)
338,Point,00:00.0,337,47:56.4,1.1,55.9846,-121.0573,nrcan,971.988,0,POINT (-121.0573 55.9846)
339,Point,00:00.0,338,52:27.3,1.1,56.0026,-121.0301,nrcan,270.84,0,POINT (-121.0301 56.0026)
340,Point,00:00.0,339,57:44.2,1.3,55.9878,-121.0388,nrcan,316.956,0,POINT (-121.0388 55.9878)
